8940 errors
1113 warnings

Errors and warnings:

Severity	Code	Description	Project	File	Line	Suppression State
Error	CS0246	The type or namespace name 'ExternalCommandData' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	58	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	63	Active
Error	CS0246	The type or namespace name 'FamilyInstance' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	69	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	85	Active
Error	CS0246	The type or namespace name 'ExternalCommandData' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	96	Active
Error	CS0246	The type or namespace name 'ExternalCommandData' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	115	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	143	Active
Error	CS0246	The type or namespace name 'FamilyInstance' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemData.cs	221	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	32	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	33	Active
Error	CS0246	The type or namespace name 'BeamSystemJustifyType' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	86	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	94	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	138	Active
Error	CS0246	The type or namespace name 'LayoutRule' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	210	Active
Error	CS0246	The type or namespace name 'LayoutRuleClearSpacing' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	221	Active
Error	CS0246	The type or namespace name 'LayoutRule' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	226	Active
Error	CS0246	The type or namespace name 'BeamSystemJustifyType' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	264	Active
Error	CS0246	The type or namespace name 'LayoutRuleFixedDistance' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	294	Active
Error	CS0246	The type or namespace name 'LayoutRule' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	299	Active
Error	CS0246	The type or namespace name 'BeamSystemJustifyType' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	348	Active
Error	CS0246	The type or namespace name 'LayoutRuleFixedNumber' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	368	Active
Error	CS0246	The type or namespace name 'LayoutRule' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	397	Active
Error	CS0246	The type or namespace name 'LayoutRuleMaximumSpacing' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	422	Active
Error	CS0246	The type or namespace name 'LayoutRule' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemParams.cs	451	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemSketch.cs	32	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemSketch.cs	68	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemSketch.cs	106	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamSystemSketch.cs	133	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamTypeConverter.cs	33	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamTypeConverter.cs	34	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\BeamTypeConverter.cs	46	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	32	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	33	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	34	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	39	Active
Error	CS0103	The name 'Autodesk' does not exist in the current context	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	39	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	40	Active
Error	CS0103	The name 'Autodesk' does not exist in the current context	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	40	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	41	Active
Error	CS0103	The name 'Autodesk' does not exist in the current context	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	41	Active
Error	CS0246	The type or namespace name 'IExternalCommand' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	42	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	60	Active
Error	CS0246	The type or namespace name 'ExternalCommandData' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	60	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Command.cs	60	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	31	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	41	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	49	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	49	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	62	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	62	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	148	Active
Error	CS0246	The type or namespace name 'Line' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\GeometryUtil.cs	169	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\Line2D.cs	31	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamSystem	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamSystem\CS\LineSketch.cs	32	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	29	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	30	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	31	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	32	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	33	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	34	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	36	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	37	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	44	Active
Error	CS0103	The name 'Autodesk' does not exist in the current context	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	44	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	45	Active
Error	CS0103	The name 'Autodesk' does not exist in the current context	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	45	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	46	Active
Error	CS0103	The name 'Autodesk' does not exist in the current context	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	46	Active
Error	CS0246	The type or namespace name 'IExternalCommand' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	47	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	49	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	56	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	107	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	107	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	107	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	322	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	322	Active
Error	CS0246	The type or namespace name 'Level' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	322	Active
Error	CS0246	The type or namespace name 'Level' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	322	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	375	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	375	Active
Error	CS0246	The type or namespace name 'Level' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	375	Active
Error	CS0246	The type or namespace name 'Level' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	375	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	375	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	398	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	398	Active
Error	CS0246	The type or namespace name 'Level' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	398	Active
Error	CS0246	The type or namespace name 'Level' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	398	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	398	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	452	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	465	Active
Error	CS0246	The type or namespace name 'FamilySymbol' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBraces.cs	489	Active
Error	CS0246	The type or namespace name 'Autodesk' could not be found (are you missing a using directive or an assembly reference?)	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\CS\CreateBeamsColumnsBracesForm.cs	30	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	28	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB.Events' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	29	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	30	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.UI' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	31	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB.Structure' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	32	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.Creation' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	33	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	36	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	36	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	37	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	37	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Journaling' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	38	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	38	Active
Error	BC30002	Type 'IExternalCommand' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	40	Active
Error	BC30002	Type 'Autodesk.Revit.UI.UIApplication' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	41	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	47	Active
Error	BC30002	Type 'Autodesk.Revit.UI.ExternalCommandData' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.UI.Result' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
